CustomerID,Name,Gender,Age,MaritalStatus,EmploymentStatus,AnnualIncome,CreditScore,City,State,ZipCode,JoinDate,PreferredContactMethod,CustomerSegment,RiskScore
CUS003750,Jennifer Stanley DDS,F,25,Married,Unemployed,73000.0,396,Valencialand,Massachusetts,60514,2022-11-21,Email,Basic,31.11
CUS003751,Kristen Carpenter,F,74,Married,Unemployed,31000.0,383,West Kimberly,Idaho,01888,2024-05-23,Email,Standard,38.02
CUS003752,Jack Moon,M,73,Married,Self-Employed,45000.0,751,Davidtown,Louisiana,89138,2023-02-17,Email,Premium,81.29
CUS003753,James Zimmerman,F,19,Single,Student,63000.0,479,Lawrenceview,Colorado,04982,2023-08-02,Email,Standard,85.19
CUS003754,Leah Sampson,M,45,Married,Employed,226000.0,599,North Scott,Arkansas,43435,2024-01-27,Mail,Standard,32.0
CUS003755,Whitney Robertson,M,55,Single,Employed,59000.0,513,Louismouth,Indiana,51504,2021-07-28,Phone,Standard,64.03
CUS003756,Richard Cervantes,F,24,Divorced,Employed,102000.0,361,Brittanytown,Tennessee,64973,2024-10-10,Phone,Standard,17.17
CUS003757,Samantha Ward,F,69,Single,Student,51000.0,481,East Jennifermouth,Wisconsin,95350,2021-06-14,Email,Standard,79.14
CUS003758,Charles Walls,M,76,Married,Employed,44000.0,766,New Natalie,Oregon,05004,2021-03-17,Mail,Premium,15.07
CUS003759,William Fleming,F,28,Divorced,Employed,63000.0,475,Marialand,Connecticut,99096,2023-10-01,Email,Basic,54.59
CUS003760,Kelly Erickson,M,42,Married,Self-Employed,83000.0,718,Stephaniemouth,North Dakota,51154,2021-03-12,Email,Standard,5.85
CUS003761,Heather Allen,M,35,Single,Student,35000.0,591,North Davidmouth,Oklahoma,15366,2023-05-09,Email,Standard,10.11
CUS003762,Jenny Todd,F,19,Single,Employed,131000.0,618,Solomonside,Florida,74684,2022-04-01,Phone,Basic,69.81
CUS003763,Phillip Gay,F,67,Divorced,Employed,53000.0,587,Henrymouth,Montana,07501,2024-05-02,Email,Standard,86.73
CUS003764,Katelyn Vazquez,M,68,Married,Student,83000.0,310,Ashleyburgh,California,67728,2023-11-23,Email,Premium,73.68
CUS003765,Jack Lewis,F,72,Single,Employed,121000.0,801,Sarahview,Hawaii,69631,2022-05-02,Email,Basic,87.86
CUS003766,Stephen Walsh,M,76,Married,Employed,152000.0,489,Lake Maurice,Mississippi,61984,2023-09-18,Email,Premium,14.16
CUS003767,Jordan Solis,M,80,Single,Employed,181000.0,818,East Robertland,Virginia,85606,2020-12-05,Email,Standard,28.5
CUS003768,Curtis Fernandez,M,75,Single,Employed,76000.0,412,New Lauraside,Nebraska,96935,2021-08-04,Email,Premium,29.0
CUS003769,Michael Guerra,F,84,Divorced,Employed,56000.0,784,Petersberg,North Carolina,46497,2024-10-20,Phone,Standard,51.71
CUS003770,Joshua Wagner,F,39,Single,Self-Employed,98000.0,829,Juanberg,Georgia,43333,2024-08-01,Email,Standard,47.47
CUS003771,Victoria Boyd,F,29,Married,Self-Employed,45000.0,635,East Theresa,Oklahoma,94068,2022-07-16,Mail,Standard,15.46
CUS003772,James Pacheco,M,24,Divorced,Self-Employed,38000.0,711,North Ronald,Michigan,14717,2021-04-24,Email,Premium,43.18
CUS003773,Jeffrey Clarke,F,48,Divorced,Employed,40000.0,392,East Courtneyborough,North Carolina,12312,2022-03-21,Mail,Standard,99.51
CUS003774,Jordan Marsh,F,78,Married,Employed,38000.0,495,East Danielleside,Alaska,54578,2020-01-29,Mail,Standard,95.46
CUS003775,Matthew Ellison,M,24,Single,Employed,38000.0,438,Simpsonberg,Iowa,27415,2022-09-12,Email,Basic,24.36
CUS003776,Carol Jones,F,22,Married,Employed,38000.0,604,West Kendra,Texas,76606,2020-02-27,Email,Basic,32.33
CUS003777,Michael Butler,F,38,Married,Retired,99000.0,505,North Sandyshire,Virginia,50187,2021-05-09,Mail,Premium,9.77
CUS003778,Megan Berry,M,60,Divorced,Unemployed,41000.0,815,New Gabrielleport,Wisconsin,93817,2024-07-10,Email,Standard,34.62
CUS003779,Tracy Randall,F,50,Married,Employed,50000.0,769,Amychester,Montana,94070,2021-04-20,Phone,Standard,87.11
CUS003780,Miguel Clark,M,30,Single,Self-Employed,104000.0,759,Richardmouth,Oregon,87878,2020-08-25,Phone,Standard,80.79
CUS003781,Kelsey Schmidt,M,62,Married,Employed,186000.0,736,Welchmouth,Connecticut,95944,2023-02-03,Email,Standard,11.46
CUS003782,David Ball,M,81,Widowed,Employed,65000.0,738,Lloydfort,New Jersey,16840,2020-09-27,Mail,Standard,91.66
CUS003783,Dawn Ortiz,M,66,Single,Employed,103000.0,786,Davisport,Wisconsin,87525,2024-01-10,Email,Basic,45.62
CUS003784,Bernard Campos,F,48,Married,Employed,67000.0,570,New Jessica,California,76230,2021-11-29,Email,Standard,87.36
CUS003785,Jeffrey Cooper,F,44,Single,Retired,155000.0,319,Port Shannonton,Hawaii,48771,2021-01-13,Phone,Standard,63.61
CUS003786,John Mitchell,F,36,Married,Self-Employed,43000.0,650,Michelleland,Nebraska,12286,2023-04-18,Mail,Standard,10.44
CUS003787,Elizabeth Lara,F,54,Married,Self-Employed,40000.0,483,South Travis,Alabama,39545,2023-04-24,Email,Standard,24.62
CUS003788,David Thompson,M,64,Married,Self-Employed,33000.0,376,North Krista,Washington,53433,2020-03-15,Phone,Standard,30.14
CUS003789,Jennifer Leon,M,22,Divorced,Retired,40000.0,842,Vickifurt,North Carolina,93694,2024-12-08,Email,Basic,49.21
CUS003790,Jessica Hall,M,55,Single,Employed,59000.0,761,Garyview,Wisconsin,25628,2020-06-10,Phone,Standard,37.32
CUS003791,Vincent Ford,M,37,Married,Retired,64000.0,556,Timothyshire,New Jersey,38275,2023-04-08,Mail,Premium,89.17
CUS003792,Kyle Phelps,M,78,Single,Employed,94000.0,578,Henrymouth,Rhode Island,18852,2020-06-13,Phone,Basic,50.62
CUS003793,Charles Buchanan,F,32,Married,Self-Employed,106000.0,578,Marshburgh,Vermont,05142,2024-03-28,Email,Standard,65.88
CUS003794,April Sutton,F,49,Married,Retired,64000.0,692,West Gary,Missouri,62136,2021-06-07,Email,Standard,67.1
CUS003795,Zachary Smith,F,77,Single,Self-Employed,142000.0,624,West Kelly,Indiana,00727,2024-07-07,Phone,Basic,96.97
CUS003796,Traci Soto,M,24,Divorced,Employed,42000.0,369,Perezhaven,Michigan,44085,2022-05-24,Email,Standard,47.9
CUS003797,Mrs. Kayla Kirk,M,30,Married,Employed,30000.0,460,Clarkefort,Colorado,12205,2022-10-04,Phone,Standard,14.35
CUS003798,Andrea Christensen,F,19,Divorced,Unemployed,141000.0,592,Rowlandfort,Alabama,48714,2022-01-19,Mail,Basic,11.62
CUS003799,Elizabeth Parker,F,54,Single,Employed,90000.0,477,Port Genetown,North Carolina,23459,2024-08-10,Phone,Premium,46.19
CUS003800,Betty Diaz,F,29,Single,Employed,61000.0,346,Smithland,Maine,69768,2021-02-04,Phone,Standard,94.78
CUS003801,William Garcia,F,65,Married,Employed,168000.0,442,New Christineton,Georgia,69966,2024-10-09,Mail,Standard,19.75
CUS003802,Erin Kidd,F,34,Married,Employed,72000.0,697,Leonardfort,Oklahoma,47076,2021-11-12,Email,Standard,9.58
CUS003803,Timothy Durham,M,77,Single,Unemployed,82000.0,443,North Melissa,California,25417,2022-06-10,Email,Premium,15.13
CUS003804,Miguel Mason,M,66,Widowed,Employed,55000.0,528,East Tyler,Minnesota,73937,2020-06-16,Email,Premium,60.03
CUS003805,Sara Nelson,M,83,Single,Employed,83000.0,777,West Matthewbury,Kansas,27170,2024-04-30,Email,Premium,73.43
CUS003806,Shawn Clark,F,54,Married,Self-Employed,42000.0,403,New Elizabethshire,Missouri,66572,2022-12-20,Mail,Standard,74.65
CUS003807,Nichole Chapman,M,40,Married,Employed,52000.0,360,Russellfort,New Hampshire,85679,2022-01-30,Phone,Standard,79.75
CUS003808,Timothy Walker,M,41,Single,Employed,31000.0,671,Alexandraberg,Nebraska,94582,2023-10-14,Mail,Basic,26.26
CUS003809,Joseph Smith,M,81,Single,Retired,33000.0,364,Port Kevin,Oklahoma,52489,2020-07-09,Phone,Standard,76.0
CUS003810,Nicholas Mcbride,M,48,Divorced,Employed,63000.0,720,Bondside,Vermont,10065,2020-07-30,Mail,Premium,88.25
CUS003811,George Delgado,F,74,Single,Unemployed,176000.0,573,South Jennifer,Alabama,60816,2020-10-19,Mail,Basic,45.11
CUS003812,Pamela Bates,M,24,Divorced,Self-Employed,88000.0,511,Reginafort,Indiana,17592,2022-06-06,Mail,Standard,37.32
CUS003813,Randy Davis,M,59,Married,Employed,87000.0,356,Dalestad,New Hampshire,72295,2024-09-13,Email,Basic,58.88
CUS003814,Linda Hogan,F,44,Single,Employed,35000.0,594,New Scott,South Carolina,38684,2021-09-03,Mail,Premium,25.57
CUS003815,Matthew Maddox,M,65,Married,Employed,33000.0,791,Davidton,Nebraska,37041,2023-03-22,Email,Standard,63.72
CUS003816,Amanda Cruz,F,68,Married,Employed,119000.0,565,West Amberchester,Kansas,18769,2023-10-14,Phone,Premium,27.27
CUS003817,Mrs. Sherry Medina,F,36,Single,Employed,115000.0,633,North Holly,Alabama,61657,2021-12-22,Mail,Standard,27.31
CUS003818,Mrs. Laurie Underwood MD,F,27,Married,Employed,83000.0,385,Cheyennestad,South Carolina,68794,2021-06-03,Phone,Premium,96.38
CUS003819,Linda Wagner,M,63,Divorced,Employed,124000.0,303,Jameschester,Pennsylvania,01540,2023-07-08,Email,Standard,26.5
CUS003820,Gregory Middleton DVM,M,47,Single,Employed,59000.0,769,Port Ashley,Virginia,38996,2021-01-03,Phone,Basic,42.69
CUS003821,Jennifer Medina,M,79,Married,Employed,36000.0,322,Port Amy,Illinois,72499,2020-04-13,Mail,Premium,35.59
CUS003822,David Cunningham,F,20,Married,Employed,84000.0,593,Kevinberg,Maryland,17120,2020-08-26,Email,Basic,79.96
CUS003823,Michael Mendez,F,25,Divorced,Student,59000.0,457,Robertfort,Alaska,03033,2024-02-29,Phone,Standard,93.29
CUS003824,Edward Wood,F,84,Married,Self-Employed,66000.0,764,Donnaside,Tennessee,46515,2025-01-03,Mail,Basic,70.7
CUS003825,Mark Clark,F,39,Single,Employed,81000.0,558,Jessicashire,Wisconsin,96989,2020-03-12,Email,Premium,43.02
CUS003826,Robert Sanchez,M,26,Single,Retired,48000.0,395,North Geraldtown,California,75763,2022-06-29,Mail,Premium,39.6
CUS003827,Christopher Barrett,F,23,Divorced,Employed,56000.0,794,Hinesburgh,New Mexico,78514,2022-12-25,Email,Standard,20.92
CUS003828,Tony Rodriguez,F,64,Married,Retired,64000.0,485,Greenhaven,West Virginia,46932,2022-07-12,Phone,Standard,22.68
CUS003829,Erin Tucker,M,61,Single,Retired,46000.0,530,Anthonyfurt,Tennessee,85846,2020-06-24,Email,Premium,56.47
CUS003830,Antonio Torres,F,18,Married,Self-Employed,31000.0,547,Allisonshire,Montana,20263,2023-09-08,Phone,Standard,40.84
CUS003831,Miranda Montoya,M,36,Married,Employed,185000.0,540,North Richardfurt,California,10328,2022-07-13,Phone,Premium,70.13
CUS003832,Mrs. Jennifer Hernandez,M,40,Single,Employed,127000.0,798,Munozview,Pennsylvania,22441,2021-06-24,Email,Standard,65.33
CUS003833,Tina Jones,F,48,Married,Employed,61000.0,561,Jessicaburgh,Texas,63490,2022-04-07,Email,Standard,76.12
CUS003834,Andre Miller,F,33,Single,Employed,51000.0,434,Lake Christinebury,Arkansas,31114,2024-06-04,Phone,Standard,77.33
CUS003835,Cody Roberts,F,40,Married,Employed,71000.0,441,East Jason,Georgia,64161,2023-09-12,Email,Standard,22.59
CUS003836,Jane Garcia MD,M,37,Married,Retired,55000.0,363,Richardton,Oregon,19917,2020-05-29,Email,Standard,60.11
CUS003837,Sean Ross,F,44,Single,Employed,56000.0,600,Carrollside,Nebraska,64166,2021-01-11,Email,Standard,98.14
CUS003838,Makayla Butler,F,22,Single,Unemployed,31000.0,644,Meganhaven,Maryland,62382,2022-05-06,Email,Premium,26.88
CUS003839,Kenneth Watkins,M,67,Married,Retired,102000.0,841,Jonesfort,South Carolina,31400,2024-03-15,Email,Basic,63.87
CUS003840,Brandy Matthews,F,50,Single,Self-Employed,133000.0,438,New Ashleyville,Missouri,32028,2021-09-30,Email,Standard,23.83
CUS003841,Veronica Hoover,M,33,Single,Self-Employed,59000.0,361,East Philipbury,Montana,55199,2021-03-28,Email,Standard,11.73
CUS003842,Katherine Mcmillan,M,48,Married,Self-Employed,42000.0,812,Levychester,New Mexico,04073,2024-03-04,Email,Premium,11.93
CUS003843,Erica Kennedy,F,41,Married,Employed,91000.0,687,Lake Alanland,Louisiana,88742,2024-04-25,Email,Premium,61.66
CUS003844,Daniel Ramirez,M,26,Single,Unemployed,77000.0,646,Ellisfort,Maryland,43844,2022-04-16,Email,Standard,69.15
CUS003845,Matthew Freeman,M,56,Single,Unemployed,55000.0,839,Port Emily,Michigan,63047,2022-01-31,Email,Basic,3.78
CUS003846,Caitlin Mitchell,M,28,Married,Employed,205000.0,715,Allisonland,Arkansas,22897,2024-01-03,Mail,Standard,22.24
CUS003847,Amanda Lee,M,36,Married,Employed,33000.0,414,South Danielleburgh,Maryland,47417,2020-07-10,Phone,Standard,7.94
CUS003848,Christopher Griffin,F,47,Single,Employed,69000.0,420,New Sarahton,Illinois,23171,2021-09-18,Email,Basic,73.62
CUS003849,Derek Simpson,M,31,Married,Employed,66000.0,691,Ortizhaven,Ohio,99620,2020-09-01,Mail,Standard,39.48
CUS003850,Meghan Clark,M,22,Single,Retired,93000.0,485,Hollytown,Wisconsin,35874,2024-05-08,Email,Standard,65.38
CUS003851,Travis Davis,M,68,Married,Employed,71000.0,537,North Cory,Maryland,37387,2022-04-06,Mail,Basic,90.32
CUS003852,Matthew Blankenship,F,39,Single,Employed,30000.0,305,Waltersland,West Virginia,75262,2021-12-05,Phone,Standard,85.54
CUS003853,Michael Johnson,F,56,Married,Employed,40000.0,797,East Melinda,Oregon,17589,2024-10-08,Phone,Basic,86.9
CUS003854,Miguel Collins,F,19,Divorced,Student,69000.0,603,East Nicholaschester,Louisiana,30408,2022-07-30,Mail,Standard,21.99
CUS003855,Diane Benson,F,84,Single,Employed,151000.0,701,East Jeffreyview,Kansas,56821,2023-08-11,Email,Premium,15.0
CUS003856,Michael Harris DDS,F,32,Married,Unemployed,98000.0,319,South Anthonyland,Illinois,09425,2023-01-23,Email,Standard,74.42
CUS003857,Andrew Harris,F,82,Divorced,Retired,38000.0,424,Diazland,Oregon,66348,2022-11-26,Email,Standard,24.06
CUS003858,Linda Walker,F,53,Divorced,Self-Employed,44000.0,669,Sandratown,Idaho,36097,2023-06-21,Phone,Basic,63.19
CUS003859,Charles Powell,M,84,Married,Self-Employed,162000.0,585,West Annachester,Washington,67509,2022-03-08,Mail,Standard,89.1
CUS003860,Tamara Jones,M,18,Married,Student,152000.0,733,Davidborough,Rhode Island,30768,2023-06-03,Phone,Premium,93.93
CUS003861,Robert Holder,F,24,Single,Retired,88000.0,840,Danielmouth,South Carolina,10931,2021-06-15,Email,Basic,22.19
CUS003862,Kevin Meyers,M,75,Married,Self-Employed,31000.0,379,South Kayla,Nevada,45843,2020-01-28,Mail,Standard,33.84
CUS003863,Chris Lucas,M,55,Married,Employed,31000.0,510,Barrymouth,Colorado,53177,2022-05-16,Mail,Standard,42.26
CUS003864,James Summers,M,82,Single,Employed,128000.0,397,Tammiestad,Michigan,81336,2020-03-01,Phone,Standard,38.16
CUS003865,Lauren Gardner,F,68,Married,Self-Employed,151000.0,776,Heatherview,Arkansas,43971,2024-09-13,Phone,Standard,29.46
CUS003866,Miss Jennifer Tucker,F,59,Married,Employed,49000.0,451,Kennethborough,Nebraska,54548,2023-04-05,Email,Standard,66.95
CUS003867,Renee Guzman,F,31,Single,Employed,34000.0,307,Barbarachester,Tennessee,28115,2024-08-20,Email,Basic,17.59
CUS003868,David Dixon,M,61,Married,Employed,51000.0,433,Wardmouth,Vermont,43200,2020-11-25,Email,Standard,17.59
CUS003869,Tina Mcfarland,M,48,Single,Employed,130000.0,783,Lake Tamaraport,Kentucky,45782,2021-02-21,Email,Basic,5.53
CUS003870,Linda James,F,69,Married,Employed,36000.0,758,Elizabethhaven,Georgia,53881,2022-05-22,Email,Standard,71.69
CUS003871,Diane Johnson,M,75,Single,Retired,57000.0,533,Lindseyland,New Hampshire,63522,2023-03-13,Email,Standard,41.83
CUS003872,Andrew Hernandez,F,71,Single,Retired,92000.0,596,Tateborough,Nebraska,13016,2021-02-20,Phone,Basic,3.28
CUS003873,Brittany Hess,M,66,Single,Employed,86000.0,837,South Paigebury,Washington,20089,2020-11-23,Phone,Standard,6.93
CUS003874,Christopher Mayer,F,63,Single,Self-Employed,87000.0,802,East Amy,Virginia,43157,2020-06-23,Email,Standard,51.43
CUS003875,Steven Gordon DVM,F,54,Married,Employed,52000.0,541,Lake William,Georgia,35060,2020-03-30,Mail,Standard,76.58
CUS003876,Emily Evans,M,53,Married,Employed,35000.0,354,South Melanie,Florida,48951,2023-01-25,Email,Standard,29.56
CUS003877,Victoria Barrera,F,41,Single,Unemployed,135000.0,509,Mccarthyside,Michigan,78099,2021-04-28,Email,Premium,41.56
CUS003878,Jacob Ramsey,M,34,Single,Employed,126000.0,345,North Jessica,Minnesota,94980,2023-09-07,Mail,Basic,74.64
CUS003879,Jeffrey Mahoney,M,62,Married,Employed,123000.0,302,Lake Barbara,New Jersey,80026,2021-04-15,Email,Standard,54.98
CUS003880,Alison Wilson,F,72,Single,Unemployed,31000.0,804,East Elizabethhaven,South Carolina,76455,2020-05-08,Mail,Premium,95.96
CUS003881,Kimberly Stewart,F,50,Married,Self-Employed,202000.0,507,New Autumnview,Pennsylvania,55047,2020-02-25,Email,Basic,63.85
CUS003882,Michael Benjamin,F,81,Single,Employed,42000.0,848,Pooleland,Montana,77934,2021-10-07,Phone,Standard,15.25
CUS003883,Tony Walker,M,81,Divorced,Employed,66000.0,312,Elizabethborough,Rhode Island,18131,2024-09-29,Phone,Premium,86.63
CUS003884,William Barr,F,30,Married,Employed,148000.0,840,Christopherton,Kentucky,56553,2024-08-22,Email,Standard,10.19
CUS003885,Rebecca Dunn,M,49,Widowed,Employed,192000.0,488,North Chadburgh,Oregon,64557,2020-06-05,Phone,Premium,49.1
CUS003886,Brian Bradshaw,M,60,Single,Employed,115000.0,323,West Gregorybury,Texas,10652,2023-03-06,Phone,Basic,37.93
CUS003887,Andrea Moody,M,57,Married,Self-Employed,68000.0,371,Sextonberg,Arkansas,11380,2021-06-23,Email,Basic,84.57
CUS003888,Mitchell Gordon,M,74,Married,Employed,85000.0,839,Medinahaven,New Mexico,15944,2021-09-07,Email,Basic,93.74
CUS003889,Brittany Davis,F,26,Married,Employed,59000.0,395,New Ernestfort,Iowa,95627,2023-06-08,Mail,Standard,58.83
CUS003890,Michael Mcclure,F,43,Married,Retired,79000.0,396,Cameronbury,Illinois,49404,2022-09-05,Mail,Premium,80.25
CUS003891,Keith Carter,F,38,Single,Employed,81000.0,634,Lake Thomas,Idaho,58233,2020-06-12,Email,Standard,49.67
CUS003892,Jennifer Smith,F,67,Divorced,Retired,62000.0,616,Wesleyland,North Carolina,61859,2022-07-21,Mail,Premium,4.94
CUS003893,Matthew Donaldson,M,82,Married,Self-Employed,66000.0,712,North Anthony,Virginia,01347,2022-05-23,Mail,Standard,38.75
CUS003894,Monica Adams,F,73,Single,Employed,51000.0,698,Palmermouth,Alabama,23269,2020-12-16,Email,Basic,15.69
CUS003895,Matthew Strong,M,21,Married,Self-Employed,59000.0,450,Fowlerburgh,Michigan,79280,2022-11-05,Email,Standard,76.1
CUS003896,William Hall,M,62,Single,Employed,100000.0,639,Ramirezton,Connecticut,45100,2021-07-22,Mail,Basic,78.29
CUS003897,Denise Cline,F,20,Married,Employed,85000.0,521,Port Michael,Utah,15252,2024-10-22,Email,Standard,32.9
CUS003898,Michael Brooks,F,30,Divorced,Unemployed,35000.0,396,Susanville,Oregon,11128,2022-06-02,Mail,Standard,39.74
CUS003899,Matthew Bryant,M,78,Single,Employed,161000.0,334,Port James,New Mexico,90111,2024-11-01,Email,Basic,40.36
CUS003900,Joshua Curtis,M,54,Married,Employed,50000.0,598,New Amanda,Oklahoma,49749,2021-05-20,Email,Basic,29.68
CUS003901,Daryl Leblanc,M,41,Single,Self-Employed,42000.0,816,West Brandonmouth,Kentucky,78826,2020-01-24,Phone,Basic,85.47
CUS003902,Tracy Campbell,M,80,Divorced,Employed,54000.0,445,Catherineborough,North Dakota,83307,2024-10-28,Email,Standard,17.21
CUS003903,Jessica Brown,F,79,Single,Retired,140000.0,676,Scottstad,Missouri,36003,2022-01-31,Email,Standard,35.18
CUS003904,Nicole Little,M,60,Married,Unemployed,112000.0,480,Sabrinaport,Nevada,28784,2020-12-20,Email,Standard,42.42
CUS003905,Colleen Perry,F,25,Divorced,Self-Employed,48000.0,754,Smithton,Alabama,82135,2024-08-09,Email,Premium,97.94
CUS003906,Charles Harrington,F,56,Married,Self-Employed,146000.0,791,New Jessicahaven,Kentucky,90020,2024-08-15,Phone,Basic,2.78
CUS003907,Kristin Simpson,M,45,Single,Employed,58000.0,613,South Cynthiafort,Virginia,51849,2021-06-26,Phone,Standard,75.66
CUS003908,Ruth Fischer,F,59,Married,Retired,50000.0,799,New Robert,Hawaii,89384,2024-10-22,Mail,Standard,28.86
CUS003909,Louis Bryant,M,77,Single,Employed,105000.0,438,Franklinport,California,05600,2023-02-28,Email,Standard,48.49
CUS003910,Steve Howard Jr.,M,59,Married,Employed,72000.0,670,Lake Mark,New Hampshire,73019,2024-07-19,Phone,Standard,68.86
CUS003911,Amanda Webb,F,62,Married,Employed,50000.0,461,Danielleport,Georgia,44733,2021-03-05,Email,Standard,70.2
CUS003912,Jerry Williams,M,84,Married,Unemployed,30000.0,713,Kingtown,South Carolina,70137,2020-10-27,Email,Basic,57.75
CUS003913,Brandon Gonzalez,F,36,Single,Employed,77000.0,623,Coreychester,Arkansas,39767,2022-10-07,Phone,Premium,87.09
CUS003914,Shane Williams,F,83,Married,Self-Employed,100000.0,790,Port Melissa,Vermont,01286,2020-02-12,Email,Premium,72.74
CUS003915,Brooke Campbell,F,70,Married,Employed,81000.0,362,East Lisa,Oregon,95391,2024-06-08,Mail,Premium,38.45
CUS003916,Katrina Ryan,F,76,Divorced,Student,46000.0,309,Nancyburgh,Arkansas,16698,2024-06-10,Email,Standard,20.23
CUS003917,Samantha Phillips,F,52,Married,Employed,35000.0,783,Melanieborough,Wyoming,71133,2021-07-04,Mail,Standard,63.66
CUS003918,Melissa Potts,F,45,Single,Self-Employed,39000.0,637,East Kimberlytown,North Dakota,66960,2024-06-17,Email,Standard,88.31
CUS003919,Jesus Ford,M,29,Married,Unemployed,38000.0,622,Port Eric,Alaska,01458,2021-04-05,Phone,Standard,67.03
CUS003920,Gina Pearson,M,39,Divorced,Unemployed,129000.0,393,Zacharychester,Delaware,91548,2020-03-28,Mail,Premium,41.69
CUS003921,Megan Maddox,F,82,Single,Employed,128000.0,700,South Sharon,Delaware,09035,2021-08-19,Email,Standard,60.34
CUS003922,Ryan Russell,F,28,Married,Employed,63000.0,489,Melaniestad,Oklahoma,43463,2023-11-20,Email,Basic,8.64
CUS003923,Sharon Todd,F,75,Married,Employed,54000.0,442,South Richardbury,California,07127,2022-02-23,Email,Premium,80.02
CUS003924,Danielle Hoover DVM,M,80,Single,Employed,83000.0,557,Lake Ryan,Vermont,66702,2021-11-10,Email,Basic,33.49
CUS003925,Jeremy Thompson,F,40,Divorced,Unemployed,37000.0,743,Williamside,Wisconsin,51795,2021-12-08,Mail,Standard,83.17
CUS003926,Michael Rodriguez,M,45,Married,Self-Employed,182000.0,653,Port Jacobberg,Delaware,13479,2024-02-20,Mail,Standard,95.66
CUS003927,Dr. Anita Morrison DDS,M,37,Married,Employed,65000.0,821,North Anthonyhaven,Minnesota,00850,2020-04-16,Mail,Standard,44.6
CUS003928,Nicole Howe,M,75,Married,Employed,178000.0,836,New Anitaburgh,Oklahoma,14793,2024-01-22,Mail,Basic,98.33
CUS003929,Ryan Crawford,M,55,Divorced,Employed,61000.0,400,Scottfurt,Maine,69983,2020-06-12,Phone,Basic,90.91
CUS003930,Sheila Johnson,F,40,Married,Employed,114000.0,843,Caseyview,Nebraska,13373,2023-01-16,Email,Standard,34.35
CUS003931,Patricia Wood,M,63,Married,Employed,33000.0,400,South Tylerview,Kansas,73469,2023-12-15,Email,Basic,32.38
CUS003932,Daniel Whitehead,M,72,Married,Employed,81000.0,410,Leefurt,Utah,83780,2022-12-13,Mail,Standard,17.01
CUS003933,Christopher Moody,F,82,Married,Employed,101000.0,455,Michaelbury,Washington,12479,2024-05-27,Email,Standard,52.37
CUS003934,Deanna Murphy,M,77,Married,Retired,52000.0,306,Jaredmouth,Oklahoma,69559,2020-09-17,Email,Standard,32.36
CUS003935,Mr. Joshua Carey,F,56,Divorced,Employed,36000.0,333,Peterville,Rhode Island,28173,2024-01-09,Phone,Basic,81.17
CUS003936,Andrew Barnes,F,77,Married,Self-Employed,36000.0,607,Michaelview,Virginia,71029,2023-09-19,Email,Standard,76.47
CUS003937,Melissa Hayes,F,39,Single,Employed,61000.0,675,East Dominique,Florida,24902,2021-10-24,Phone,Standard,93.61
CUS003938,Lisa Yates,F,74,Married,Employed,95000.0,542,Baileychester,Kentucky,37913,2020-05-10,Mail,Premium,70.28
CUS003939,Taylor Johnson,F,34,Married,Employed,95000.0,442,Port Stevenberg,Idaho,61005,2022-12-13,Email,Basic,17.17
CUS003940,Amanda Clark,M,54,Married,Self-Employed,49000.0,653,Lake Cheryl,Delaware,15793,2023-04-18,Email,Standard,15.7
CUS003941,Rhonda Anderson,F,19,Divorced,Student,64000.0,471,South Brandy,Mississippi,96052,2024-12-04,Phone,Standard,28.88
CUS003942,Aaron Hickman,M,72,Single,Employed,57000.0,338,West Haley,Michigan,06465,2020-12-18,Email,Basic,57.28
CUS003943,Chad Scott,M,53,Divorced,Employed,261000.0,412,Jamieberg,Alabama,45104,2021-03-28,Mail,Basic,47.75
CUS003944,Jason Green,F,49,Divorced,Employed,100000.0,827,Jamesville,Indiana,81576,2022-09-01,Mail,Premium,6.77
CUS003945,Robert Lindsey,F,65,Divorced,Employed,46000.0,337,Coxbury,Delaware,66054,2023-12-15,Mail,Standard,76.85
CUS003946,Andrew Palmer,M,72,Divorced,Self-Employed,34000.0,625,Cooperfort,Wisconsin,41007,2023-10-30,Mail,Premium,90.72
CUS003947,Nicole Kelly,F,28,Widowed,Employed,69000.0,470,Jonesshire,Illinois,42878,2023-10-18,Mail,Premium,35.38
CUS003948,Francis Sanders,M,43,Divorced,Employed,34000.0,337,Lake Sean,Texas,30087,2024-06-07,Email,Premium,89.05
CUS003949,Zachary Roach,M,62,Single,Self-Employed,66000.0,389,West Alison,Arizona,57852,2024-11-20,Email,Standard,93.77
CUS003950,Jessica Copeland,M,64,Married,Unemployed,56000.0,479,Carsonchester,New Hampshire,19319,2020-10-29,Phone,Standard,36.61
CUS003951,Amanda Rodriguez,F,45,Married,Employed,121000.0,568,Hayesberg,Oregon,15693,2024-10-27,Email,Basic,61.54
CUS003952,Melissa White,M,55,Married,Unemployed,134000.0,532,Shepherdbury,Nebraska,83390,2023-12-27,Phone,Standard,91.13
CUS003953,Deanna Galvan,F,62,Divorced,Self-Employed,54000.0,500,Rothhaven,Idaho,22233,2023-12-03,Email,Premium,4.25
CUS003954,James Miller,M,54,Married,Employed,257000.0,694,North Theresa,North Dakota,90261,2021-04-11,Phone,Premium,73.07
CUS003955,Melanie Stewart,F,72,Single,Self-Employed,31000.0,414,Taylorfurt,Georgia,01995,2022-10-23,Phone,Premium,40.67
